Identifier,Year,Company Name,MATCH,Country of Headquarters,IPO Date,TRBC Economic Sector Name,Balance Sheet Period End Date,Balance Sheet Accounting Standard,Total Assets,Total Equity,Price Close,Common Shares - Outstanding,Net Income Before Extraordinary Items,Net Cash Flow from Operating Activities,Common Equity,Book Value Per Share,YTD Total Return,NI,NI CHANGE,LOSS,NI PER LAGGED PRICE,NI CHANGE PER LAGGED PRICE,NI PER LAGED TA,CASH FLOW PER LAGGED TOTAL ASSETS
WISP.WA,2009,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2009,IFRS,"63,041,107.38","-5,076,901.57",39.43,"410,111.94","-4,993,708.05","-81,795.30","-5,076,901.57",-12.38,14.6%,-12.176451263525758,16.36737648027994,1,-0.36642946926048026,0.4925481938092068,2.688370375851585e-08,-0.0006207476863835422
WISP.WA,2008,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2008,IFRS,"131,768,996.96","58,354,947.65",33.23,"409,450.00","1,715,974.33","6,839,243.50","58,354,947.65",142.52,-83.9%,4.190925216754183,4.865196898278178,0,0.016767054277872305,0.019464680529218556,4.095983384697548e-07,0.04387198212254323
WISP.WA,2007,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2007,IFRS,"155,890,916.46","69,989,456.61",249.95,"409,450.00","3,708,029.20","2,259,529.60","69,989,456.61",195.09,-25.8%,9.05612211503236,16.79618286206688,0,0.03188101849972668,0.05912899690933915,1.4901121674349893e-05,0.10219601261195257
WISP.WA,2006,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2006,IFRS,"22,109,762.82","4,692,843.35",284.06,"81,875.00","2,116,657.47","5,023,786.54","4,692,843.35",19.10,312.0%,25.85230497709924,31.640950229007636,0,0.419475985349655,0.5134017561091617,-2.9030027056491842e-06,2.8956820122930846
WISP.WA,2005,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2005,IFRS,"1,734,923.42","1,033,558.29",61.63,"81,875.00","-473,945.33","121,105.67","1,033,558.29",12.62,64.5%,-5.788645251908397,4.615963847328245,1,-0.1432832983145643,0.11425653087446151,-6.289989891606327e-07,0.0607344330806162
WISP.WA,2004,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2004,IFRS,"1,994,019.93","1,468,438.54",40.40,"81,875.00","-96,013.29","-16,943.52","1,468,438.54",17.93,-7.3%,-1.1726814045801526,6.164402687022902,1,-0.03334323015581895,0.1752744579761985,-1.4658466092961191e-06,-0.009088109448310544
WISP.WA,2003,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2003,Polish,"1,864,361.35","1,375,686.91",35.17,"81,875.00","-600,723.76","-251,708.89","1,375,686.91",16.80,105.0%,-7.337084091603054,13.015427053435115,1,-0.4388208188757808,0.778434632382483,-4.0582046352685615e-06,-0.05028790979218225
WISP.WA,2002,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2002,Polish,"5,005,355.98","4,980,535.60",16.72,"81,875.00","-1,666,361.85","145,264.53","4,980,535.60",60.83,-72.4%,-20.352511145038168,4.4407214656488545,1,-0.3473717553343261,0.07579316377622212,-2.632197955897462e-06,0.02896513284208809
WISP.WA,2001,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2001,Polish,"5,015,151.52","4,319,949.49",58.59,"81,875.00","-1,302,777.78","-836,616.16","4,319,949.49",52.76,-42.0%,-15.911789679389313,4.233583877862596,1,-0.16420835582445112,0.04369023609765321,NA,-0.13839671027547804
WISP.WA,2000,Baltic Bridge SA,DTNC.PA,Poland,17/11/2000,Technology,2000,Polish,"6,045,058.14","5,393,895.35",96.90,"81,875.00","-956,153.10","38,275.19","5,393,895.35",98.63,132.8%,-11.678205801526717,NA,NA,NA,NA,NA,NA
MCI.WA,2022,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2022,IFRS,"508,321,416.33","437,744,146.20",3.66,"52,461,033.00","32,726,670.47","-1,141,747.57","437,744,146.20",8.46,-21.3%,0.6238281749046001,1.6646293039386202,0,0.1190511784169084,0.31767734807988934,4.757490513186612e-09,-0.0022298622919132683
MCI.WA,2021,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2021,IFRS,"512,026,044.90","448,529,579.56",5.24,"50,487,126.00","115,537,641.08","14,212,824.01","448,529,579.56",8.92,38.8%,2.2884574788432204,1.552916833800251,0,0.5435765983000523,0.36886385600956084,1.8271004615986624e-09,0.029547140822273627
MCI.WA,2020,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2020,IFRS,"481,021,974.19","363,787,395.03",4.21,"49,008,301.00","36,047,597.33","6,124,600.90","363,787,395.03",7.41,68.3%,0.7355406450429693,0.13710451176237837,0,0.3002206714461099,0.05596102520913402,1.457783416500123e-09,0.015213654346516586
MCI.WA,2019,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2019,IFRS,"402,572,633.80","335,136,831.00",2.45,"49,953,560.00","29,894,015.29","33,471,394.67","335,136,831.00",6.48,-0.2%,0.598436133280591,0.09656323557899393,0,0.2413048924518512,0.03893678853991691,1.7768821740498005e-09,0.08153592566272794
MCI.WA,2018,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2018,IFRS,"410,511,003.56","323,313,099.98",2.48,"52,920,078.00","36,779,420.81","7,446,586.62","323,313,099.98",6.11,0.4%,0.6949993688595849,0.1263464201993989,0,0.2602993890859869,0.04732075662898835,1.773765677506933e-09,0.019038444659751973
MCI.WA,2017,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2017,IFRS,"391,134,189.43","313,156,654.89",2.67,"52,886,596.00","30,074,118.76","365,135.45","313,156,654.89",5.63,3.5%,0.568652948660186,0.9033399731354235,0,0.2657256769440121,0.4221214827735623,-9.394485720860756e-10,0.0011389455209491555
MCI.WA,2016,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2016,IFRS,"320,590,794.98","249,292,289.30",2.14,"58,752,198.00","-19,663,598.33","15,281,291.09","249,292,289.30",4.05,-22.1%,-0.33468702447523746,0.8360632599217028,1,-0.11306994070109373,0.2824538040276023,1.4499670165683977e-09,0.04289376654694401
MCI.WA,2015,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2015,IFRS,"356,259,016.64","294,297,402.70",2.96,"61,748,831.00","30,959,396.43","-1,217,852.32","294,297,402.70",4.70,12.5%,0.5013762354464654,1.133662688287242,0,0.17229423898503965,0.3895748069715608,5.209919519678941e-09,-0.0035219971953374535
MCI.WA,2014,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2014,IFRS,"345,784,579.73","291,787,914.76",2.91,"60,894,595.00","99,565,033.07","3,946,922.16","291,787,914.76",4.67,6.3%,1.6350389237337073,0.6140785172356698,0,0.5109496636667835,0.19189953663614678,4.050828841707173e-09,0.012576548793762181
MCI.WA,2013,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2013,IFRS,"313,831,896.55","253,141,909.81",3.20,"60,509,222.00","61,777,519.89","4,475,132.63","253,141,909.81",4.06,51.0%,1.0209604064980375,0.7982439351145516,0,0.4932175876802114,0.38562508942731966,1.1958908976934426e-09,0.017755826976923732
MCI.WA,2012,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2012,IFRS,"252,037,409.23","185,494,683.61",2.07,"60,509,222.00","13,476,400.41","-13,873,832.99","185,494,683.61",2.98,60.9%,0.22271647138348596,0.14155521193808657,0,0.1936664968552052,0.12309148864181442,3.7771122852270907e-10,-0.07449646847310026
MCI.WA,2011,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2011,IFRS,"186,234,774.27","152,878,281.35",1.15,"61,320,991.00","4,976,888.86","11,824,471.64","152,878,281.35",2.53,-54.0%,0.08116125944539938,0.9274792692233258,0,0.027890467163367485,0.3187213983585312,8.647588923405051e-09,0.05502915726413731
MCI.WA,2010,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2010,IFRS,"214,876,480.54","168,553,299.49",2.91,"51,970,239.00","52,419,289.34","-3,354,991.54","168,553,299.49",3.34,65.7%,1.0086405286687252,0.6764443212174043,0,0.5572599605904559,0.37372614431900786,3.2786344934596554e-09,-0.0287640510715096
MCI.WA,2009,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2009,IFRS,"116,638,352.91","92,988,324.94",1.81,"47,313,249.00","15,717,281.88","-2,328,020.13","92,988,324.94",2.05,63.2%,0.3321962074513209,0.10706215475145955,0,0.3104637452816083,0.10005808855276593,2.347605688035063e-09,-0.022976563032571375
MCI.WA,2008,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2008,IFRS,"101,321,513.00","69,651,469.10",1.07,"44,706,000.00","10,064,842.96","-3,577,507.60","69,651,469.10",1.66,-82.9%,0.22513405269986134,0.4676282565311358,0,0.029661930526990954,0.06161110099224451,1.7111854921125666e-08,-0.037304783927757365
MCI.WA,2007,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2007,IFRS,"95,899,432.28","62,124,898.62",7.59,"40,494,000.00","28,052,716.95","-6,168,694.24","62,124,898.62",1.53,127.6%,0.6927623092309971,0.4351106156969864,0,0.24653462961957193,0.1548436354793546,1.528724902073269e-08,-0.15237232089724728
MCI.WA,2006,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2006,IFRS,"40,484,349.15","18,319,773.86",2.81,"39,267,000.00","10,117,209.05","-3,863,416.99","18,319,773.86",0.48,201.9%,0.25765169353401074,0.21261023983030702,0,0.3104237271494105,0.25615691545820124,2.9633830739202083e-09,-0.22922813658612076
MCI.WA,2005,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2005,IFRS,"16,854,026.07","6,729,530.68",0.83,"37,800,000.00","1,702,566.95","-901,050.82","6,729,530.68",0.18,20.5%,0.0450414537037037,0.042053178306878304,0,0.060866829329329325,0.05682861933361933,3.3382527884159754e-10,-0.05928225066391142
MCI.WA,2004,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2004,IFRS,"15,199,335.55","4,655,149.50",0.74,"37,800,000.00","112,956.81","1,942,857.14","4,655,149.50",0.12,115.4%,0.0029882753968253966,0.0007418798941798942,0,0.010672412131519272,0.002649571050642479,4.266043978348185e-10,0.21703984418534653
MCI.WA,2003,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2003,Polish,"8,951,615.07","4,002,412.55",0.28,"37,800,000.00","140,999.87","-90,872.54","4,002,412.55",0.11,173.7%,0.003730155291005291,0.15276301746031748,0,0.0373015529100529,1.5276301746031746,-7.972255556206347e-09,-0.010392764424553677
MCI.WA,2002,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2002,Polish,"8,743,827.56","4,006,531.68",0.10,"37,800,000.00","-5,633,442.19","-2,239,320.71","4,006,531.68",0.11,-67.8%,-0.1490328621693122,0.09362427910052912,1,-0.49677620723104066,0.3120809303350971,-3.2381028213410843e-09,-0.11978859368710085
MCI.WA,2001,MCI Capital Alternatywna Spolka Inwestycyjna SA,TIRU.L,Poland,01/02/2001,Financials,2001,Polish,"18,693,939.39","10,225,000.00",0.30,"37,800,000.00","-2,094,444.44","1,251,767.68","10,225,000.00",0.27,-86.8%,-0.05540858306878307,0.018866296031746034,NA,NA,NA,NA,0.07315387313261261
WIK.WA,2022,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2022,IFRS,"56,861,907.48","21,168,475.16",0.70,"19,755,064.00","3,674,471.73","-532,952.60","21,168,475.16",1.07,-5.8%,0.18600150979009736,0.2700864021498488,0,0.2162808253373225,0.3140539559881963,6.742499480380203e-09,-0.009606925106939985
WIK.WA,2021,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2021,IFRS,"55,475,877.46","20,121,542.85",0.86,"19,755,064.00","9,010,045.89","5,784,447.48","20,121,542.85",1.02,33.1%,0.4560879119399462,0.3870275826946064,0,0.6247779615615702,0.5301747708145294,1.1125657965889285e-09,0.0855134133292311
WIK.WA,2020,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2020,IFRS,"67,643,744.47","12,813,984.06",0.73,"19,732,337.00","1,362,721.69","599,125.33","12,813,984.06",0.64,147.3%,0.06906032924533977,0.057263028424434134,0,0.2381390663632406,0.1974587187049453,1.9124856247255685e-10,0.009651942834793753
WIK.WA,2019,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2019,IFRS,"62,073,029.26","11,268,125.49",0.29,"19,777,791.00","233,324.55","-155,286.05","11,268,125.49",0.57,66.7%,0.01179730082090563,0.06972700602850779,0,0.06554056011614239,0.3873722557139322,-1.0150076553772388e-09,-0.0025173753119793526
WIK.WA,2018,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2018,IFRS,"61,685,696.71","11,263,202.93",0.18,"20,014,797.00","-1,159,451.29","4,797,176.24","11,263,202.93",0.56,-36.5%,-0.057929705207602156,0.07518259016066962,1,-0.19309901735867385,0.25060863386889876,3.5419347722865625e-10,0.08405308796832639
WIK.WA,2017,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2017,IFRS,"57,073,170.73","13,345,973.74",0.30,"20,014,797.00","345,312.99","1,800,971.01","13,345,973.74",0.67,-21.2%,0.017252884953067472,0.013591001697394186,0,0.05391526547833585,0.04247188030435683,6.216949857199884e-10,0.03697307355582239
WIK.WA,2016,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2016,IFRS,"48,710,340.71","10,837,298.27",0.32,"20,014,797.00","617,334.13","678,541.54","10,837,298.27",0.54,-13.7%,0.030843886650461658,0.029277487550835517,0,0.07908688884733758,0.07507048089957825,2.4882298011388675e-11,0.013676806616535954
WIK.WA,2015,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2015,IFRS,"49,612,571.05","10,817,424.11",0.39,"20,014,797.00","31,351.16","-417,250.78","10,817,424.11",0.54,-34.1%,0.0015663990996261415,0.437510894065026,0,0.0023733319691305174,0.6628952940379181,-4.815090444569232e-09,-0.006628041509933403
WIK.WA,2014,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2014,IFRS,"62,952,348.65","11,959,470.92",0.66,"20,014,797.00","-8,725,340.57","-3,159,233.51","11,959,470.92",0.68,-53.6%,-0.4359444949653999,0.05546629954598897,1,-0.26261716564180715,0.03341343346143914,-4.005293315180596e-09,-0.03489433921483803
WIK.WA,2013,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2013,IFRS,"90,537,135.28","20,175,066.31",1.66,"16,766,559.60","-6,379,310.34","-1,584,217.51","20,175,066.31",1.20,25.0%,-0.3804781954194109,0.07171301439801642,1,-0.2926755349380084,0.0551638572292434,-5.71168796760668e-09,-0.01667705502965948
WIK.WA,2012,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2012,IFRS,"94,993,840.77","25,962,136.93",1.30,"16,766,559.60","-7,581,690.87","4,011,605.29","25,962,136.93",1.55,2.6%,-0.45219120981742733,0.763766090311485,1,-0.4001692122278118,0.675899194965916,4.3893828182010225e-09,0.05067112577206326
WIK.WA,2011,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2011,IFRS,"79,169,452.60","31,215,151.60",1.13,"16,805,586.90","5,236,198.73","-5,126,311.81","31,215,151.60",1.86,-64.5%,0.3115748804940577,0.09186439647024885,0,0.08375668830485421,0.024694730233937864,7.611931300691758e-09,-0.07221809711962363
WIK.WA,2010,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2010,IFRS,"70,983,756.35","33,975,972.93",3.72,"16,805,586.93","6,780,033.84","2,402,368.87","33,975,972.93",2.02,0.0%,0.40343927696430654,0.15937461518935475,0,0.10478942258813156,0.04139600394528695,8.906635077178803e-09,0.04532693726540256
WIK.WA,2009,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2009,IFRS,"53,000,908.84","28,089,345.64",3.85,"16,805,586.93","4,101,649.89","881,571.59","28,089,345.64",1.77,83.3%,0.24406466177495179,0.1481941880767062,0,0.12022889742608464,0.0730020630919735,5.394313737561854e-09,0.03217113198377873
WIK.WA,2008,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2008,IFRS,"27,402,566.70","15,284,701.11",2.03,"5,107,927.51","489,699.43","-1,872,678.15","15,284,701.11",4.32,-71.4%,0.09587047369824557,0.0964658952268401,0,0.011160707066151987,0.011230022727222363,-8.420020326819303e-11,-0.10536939143925166
WIK.WA,2007,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2007,IFRS,"17,772,506.08","7,826,034.06",8.59,"3,405,285.00","-2,027.58","-3,218,978.10","7,826,034.06",2.34,4.4%,-0.0005954215285945229,0.11396873059475358,1,-8.591941249560216e-05,0.016445704270527214,-4.1697188218882134e-08,-0.45520458585977136
WIK.WA,2006,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2006,IFRS,"7,071,497.52","6,640,581.91",6.93,"3,291,931.49","-377,137.34","-1,484,418.09","6,640,581.91",2.02,"1,476.2%",-0.11456415212334811,0.03736448658595867,1,-0.2937542362137131,0.0958063758614325,-4.301215227462809e-08,-0.5402742423965371
WIK.WA,2005,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2005,Polish,"2,747,527.04","1,071,461.59",0.39,"3,291,931.49","-500,138.67","-140,519.55","1,071,461.59",0.33,-19.9%,-0.15192863870930678,0.009828734544611029,1,-0.2866578088854845,0.01854478215964345,-4.4958331971198026e-08,-0.03978215255207161
WIK.WA,2004,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2004,Polish,"3,532,225.91","1,709,966.78",0.53,"3,170,293.06","-450,498.34","155,481.73","1,709,966.78",0.52,-10.8%,-0.14209990416469576,0.04682410550147312,1,-0.29604146700978284,0.09755021979473566,-5.0998423489535363e-08,0.049192146003803366
WIK.WA,2003,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2003,Polish,"3,160,702.32","1,682,080.15",0.48,"3,291,802.62","-621,900.55","97,037.93","1,682,080.15",0.51,13.8%,-0.18892400966616887,0.0796607513484511,1,-0.4607902674784607,0.1942945154840271,-6.046248950831194e-08,0.02619456075187292
WIK.WA,2002,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2002,Polish,"3,704,506.86","2,228,347.49",0.41,"3,291,802.62","-884,128.02","89,092.10","2,228,347.49",0.68,-8.0%,-0.26858476101462,0.07012728788702402,1,-0.6104199113968636,0.15938019974323642,-3.848691387591942e-08,0.020055978385275033
WIK.WA,2001,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2001,Polish,"4,442,171.72","3,008,333.33",0.44,"3,291,802.62","-653,282.83","-7,070.71","3,008,333.33",0.91,-26.1%,-0.19845747312759596,0.06621389103821781,1,-0.34817100548701047,0.11616472111968039,NA,-0.001371224789487466
WIK.WA,2000,Wikana SA,BTGI.MI,Poland,20/02/1997,Real Estate,2000,Polish,"5,156,492.25","3,843,750.00",0.57,"3,291,802.62","-435,319.77","-28,343.02","3,843,750.00",1.17,-7.7%,-0.13224358208937814,NA,NA,NA,NA,NA,NA
EFK.WA,2022,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2022,IFRS,"37,153,854.94","17,366,076.53",1.31,"4,995,450.00","-1,611,422.04","1,780,925.19","17,366,076.53",3.48,-12.9%,-0.32257795393808364,0.6676582442283739,1,-0.19790058523808812,0.4096062848026834,8.292277017636518e-09,0.0458576833172588
EFK.WA,2021,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2021,IFRS,"38,835,917.15","20,605,729.88",1.63,"4,995,000.00","1,723,676.05","2,978,295.92","20,605,729.88",4.12,25.4%,0.3450802902902903,0.32552812612612614,0,0.24301428893682417,0.2292451592437508,5.352485199391699e-10,0.07156843060599313
EFK.WA,2020,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2020,IFRS,"41,614,660.19","20,492,071.58",1.42,"4,995,000.00","97,663.06","6,180,140.06","20,492,071.58",4.67,135.8%,0.019552164164164165,0.866328243651594,0,0.033139261295193505,1.4683529553416848,2.9566769547986468e-08,0.16918387102102067
EFK.WA,2019,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2019,IFRS,"36,529,132.61","19,174,532.03",0.59,"8,057,094.25","7,137,621.94","1,614,816.77","19,174,532.03",2.38,-49.7%,0.8858804078157582,0.6505754776295437,0,0.7382336731797985,0.5421462313579531,7.389953908482614e-09,0.053895441054548826
EFK.WA,2018,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2018,IFRS,"29,962,029.04","12,254,191.51",1.20,"8,057,094.25","1,895,874.00","3,253,736.93","12,254,191.51",1.49,-3.1%,0.23530493018621446,0.07686147273255489,0,0.16807495013301033,0.054901051951824924,1.1577250305449757e-08,0.10218640945601579
EFK.WA,2017,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2017,IFRS,"31,841,190.50","11,752,420.35",1.40,"8,057,094.25","2,515,154.13","3,168,433.45","11,752,420.35",1.43,-4.8%,0.31216640291876935,0.05758758003854797,0,0.24775111342759473,0.0457044286020222,9.085021518545421e-09,0.11750703081380255
EFK.WA,2016,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2016,IFRS,"26,963,777.64","8,797,369.99",1.26,"8,057,094.25","2,051,165.57","2,820,083.68","8,797,369.99",1.07,33.0%,0.2545788228802214,0.11222060235921902,0,0.2401687008303975,0.10586849279171605,4.628925100832623e-09,0.1006388537233246
EFK.WA,2015,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2015,IFRS,"28,021,818.37","7,627,762.34",1.06,"8,057,094.25","1,146,993.60","2,563,148.37","7,627,762.34",0.93,60.2%,0.14235822052100236,0.002795999314517128,0,0.18731344805395048,0.0036789464664699054,3.949062106665893e-09,0.08334342606720639
EFK.WA,2014,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2014,IFRS,"30,754,055.73","7,612,627.89",0.76,"8,057,094.25","1,169,521.23","1,884,856.71","7,612,627.89",0.93,57.4%,0.1451542198355195,0.036924640666826006,0,0.24192369972586583,0.06154106777804334,2.8898693484932275e-09,0.05127936492917946
EFK.WA,2013,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2013,IFRS,"36,756,631.30","7,964,854.11",0.60,"8,057,094.25","872,015.92","2,100,795.76","7,964,854.11",0.97,8.1%,0.10822957916869348,0.04498153661290484,0,0.18660272270464395,0.07755437347052559,1.8540477523562934e-09,0.05609395620771887
EFK.WA,2012,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2012,IFRS,"37,451,374.48","7,091,221.47",0.58,"8,057,094.25","509,595.44","1,758,298.76","7,091,221.47",0.86,22.0%,0.06324804255578864,0.16921889113108132,0,0.1405512056795303,0.3760419802912918,-2.5857219562458946e-09,0.05154262064432057
EFK.WA,2011,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2011,IFRS,"34,113,491.67","5,705,979.82",0.45,"7,807,332.31","-827,349.63","1,405,564.12","5,705,979.82",0.70,-50.5%,-0.10597084857529268,0.034380533496210286,1,-0.09546923295071412,0.030973453600189445,-3.2078009240235434e-09,0.03429620555895791
EFK.WA,2010,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2010,IFRS,"40,983,079.53","8,000,000.00",1.11,"7,807,332.31","-1,095,769.88","895,431.47","8,000,000.00",0.98,10.0%,-0.14035138207150297,0.012053679318794114,1,-0.1299549833995398,0.011160814184068623,-3.288814456216692e-09,0.020465533395334953
EFK.WA,2009,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2009,IFRS,"43,753,145.97","10,910,234.90",1.08,"7,807,332.31","-1,189,876.96","-252,027.40","10,910,234.90",1.33,40.6%,-0.15240506139029708,0.12692654041774737,1,-0.19792865115622996,0.1648396628801914,-6.918921332009243e-10,-0.005438607805550723
EFK.WA,2008,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2008,IFRS,"46,340,425.53","11,894,967.92",0.77,"7,807,332.31","-198,919.28","-11,820.33","11,894,967.92",1.45,-60.1%,-0.025478520972549715,0.15179727504131305,1,-0.010705260912836015,0.06378036766441725,4.781062901338539e-09,-0.00032099168345172763
EFK.WA,2007,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2007,IFRS,"36,824,412.00","15,191,808.60",2.38,"7,807,332.31","986,212.49","419,708.03","15,191,808.60",1.85,-10.3%,0.12631875406876333,0.05948670106156412,0,0.05564702822412482,0.026205595181305778,2.8067386460307967e-09,0.015885610228031026
EFK.WA,2006,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2006,IFRS,"26,420,642.58","12,340,388.86",2.27,"8,057,094.25","538,472.15","441,257.58","12,340,388.86",1.50,150.9%,0.06683205300719922,0.04951427495092291,0,0.08052054579180629,0.05965575295291917,4.27905874941847e-09,0.018531447814518195
EFK.WA,2005,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2005,IFRS,"23,811,284.71","10,899,510.03",0.83,"8,057,094.25","937,413.33","648,978.46","10,899,510.03",1.33,-6.1%,0.11634632795812212,0.06620583096691465,0,0.11752154339204254,0.06687457673425723,2.1338998359008336e-09,0.023868539782765538
EFK.WA,2004,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2004,IFRS,"27,189,701.00","12,320,598.01",0.99,"8,057,094.25","403,986.71","2,653,156.15","12,320,598.01",1.50,90.5%,0.05014049699120747,0.01627150383651029,0,0.11660580695629644,0.03784070659653556,1.5056163914689357e-09,0.11291410761439177
EFK.WA,2003,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2003,Polish,"23,497,118.35","8,932,314.70",0.43,"8,057,094.25","272,885.67","-892,105.62","8,932,314.70",1.09,21.5%,0.03386899315469718,0.09726371762375746,0,0.0940805365408255,0.27017699339932627,-3.951008182386244e-09,-0.039657773062771955
EFK.WA,2002,Korporacja Gospodarcza Efekt SA,CDFF.L,Poland,22/04/1993,Real Estate,2002,Polish,"22,495,101.24","8,734,160.68",0.36,"8,057,094.25","-510,777.27","302,286.09","8,734,160.68",1.07,-66.6%,-0.06339472446906029,0.07144961224699586,1,-0.05660243256166097,0.06379429664910344,5.397558034022772e-10,0.018839656217678462
